id,address,privateKey,isAccredited,investorClass,currentBalance,expiry1,merkleLeaf1,proof1
0,0x8a2e5107BD7dFba011e81c7ea19f639052E78226,0x92cef114d49feede03ff941c8effee821ce7a4e91c4cb730ebf7b3e7677711ba,false,1,10000000000000000,1795284358,0x6ed75e02893b65daef023da941a59e2931b3e4c09ca39cb773c3cac7b4ac98e1,"[""0x59c9820f8907407e5f9c1843fcdfcd94299eb200c234a2934bf6603bdbfd1e8c"",""0xbcbbee3fd44fcc9a7c7bca54dd4d76027deeb50adaf67b0e94a50a7bdfd63f59"",""0xdef42537ea8fdfe4dfd58044452a500264631060de48792843821aad4bf3162b""]"
1,0xfFa4D228419126B6897beB91b1cad2e350247Ab4,0xb625fa7a5c4c24eae965d9cfbf4fa3a95f63a000e12a8c61386cbe36a6bc735b,false,1,10000000000000000,1795284358,0x4be7bfeddff0b3abd0c66bfaed5bb1b45da8e3c3e9aee061b387f63fda9cce40,"[""0x4ea9232be7e935d01fc93ae8f864a9a42390ef3fadc1ad9598f980cc793c7be2"",""0xf956ba1908bad8de13f620dc13bb1b76d6a4edf1b39ddd8443d099d6f2f055fd"",""0xeedb821d6669285fc1c4757c23cedc9dce602a9260b2a0ce68f3d3834fd4ad89"",""0x0b5706f707713652e655f7ec025e25315c24805623cb7d0f373dd54a868ee28a""]"
2,0x31aAb81e541c674cF576fe69bbD504A0184d819C,0xc982eea2fea8c4e87c28d3a03435e28b4054dd01a720cbc34f443611056d0e00,true,1,10000000000000000,1795284358,0x1cc625a303d7208224edf0e64d085f68c0b83c34c10a024da99618aceb46cb16,"[""0x3f5415b314985d7bf0317b7fd542e713cdefc17b500ee9cdc4f85bc09cf2bc5e"",""0xfc48b8dbd13af187513db48473739ada05806bc8b335b8c1a2c9d1fe5af62332"",""0xeedb821d6669285fc1c4757c23cedc9dce602a9260b2a0ce68f3d3834fd4ad89"",""0x0b5706f707713652e655f7ec025e25315c24805623cb7d0f373dd54a868ee28a""]"
3,0x3cc3888Cc604C8855033D0D49898444E6Be78D0a,0x6f6d6249b2670b331a7301fa246af6fb3cedffb6a09b1b28e5e7e2dd23c3a26e,false,0,10000000000000000,1795284358,0x80a431f1db59bbbd9b875b152aaa5b7ed1da26331ca565d6cb4b09aef4eead52,"[""0x807368cfb4f3c5b9b2f21062fce14322cde2de789598e97a69eb4a801cd86dcd"",""0xea51bdddd3c5f4380e8ab0c5293730376176f49b42fa7a0b0077b1d944713fad"",""0xdef42537ea8fdfe4dfd58044452a500264631060de48792843821aad4bf3162b""]"
4,0xcfD37F941391C53A09EbD9E876b69baf9C21519f,0x52bf85b4c2877e596b2ba089632e8a36c25556ee367016853d1d7a02247e4ea0,true,1,10000000000000000,1795284358,0x3f5415b314985d7bf0317b7fd542e713cdefc17b500ee9cdc4f85bc09cf2bc5e,"[""0x1cc625a303d7208224edf0e64d085f68c0b83c34c10a024da99618aceb46cb16"",""0xfc48b8dbd13af187513db48473739ada05806bc8b335b8c1a2c9d1fe5af62332"",""0xeedb821d6669285fc1c4757c23cedc9dce602a9260b2a0ce68f3d3834fd4ad89"",""0x0b5706f707713652e655f7ec025e25315c24805623cb7d0f373dd54a868ee28a""]"
5,0x058E532588C944aC3530564E18056621452ed3bd,0x7ade632bf0762c74b90995f07595b3a30310e4e499723729be0d801d8eebdd08,true,1,10000000000000000,1795284358,0x807368cfb4f3c5b9b2f21062fce14322cde2de789598e97a69eb4a801cd86dcd,"[""0x80a431f1db59bbbd9b875b152aaa5b7ed1da26331ca565d6cb4b09aef4eead52"",""0xea51bdddd3c5f4380e8ab0c5293730376176f49b42fa7a0b0077b1d944713fad"",""0xdef42537ea8fdfe4dfd58044452a500264631060de48792843821aad4bf3162b""]"
6,0x9A781C5D840C18A584aEA0D65EacC42a9dA07388,0x69a09bc723579fa69345d7c6293cac0a811d97774220b182059c3915233c4beb,false,1,10000000000000000,1795284358,0x59c9820f8907407e5f9c1843fcdfcd94299eb200c234a2934bf6603bdbfd1e8c,"[""0x6ed75e02893b65daef023da941a59e2931b3e4c09ca39cb773c3cac7b4ac98e1"",""0xbcbbee3fd44fcc9a7c7bca54dd4d76027deeb50adaf67b0e94a50a7bdfd63f59"",""0xdef42537ea8fdfe4dfd58044452a500264631060de48792843821aad4bf3162b""]"
7,0x8a7878aeC6dE91E35861229432F9Ac262cd78610,0xcddc7560254a04e9764b5c94cc24d031e9faa98ea94be10275241ef2136fbc64,true,1,10000000000000000,1795284358,0x4ea9232be7e935d01fc93ae8f864a9a42390ef3fadc1ad9598f980cc793c7be2,"[""0x4be7bfeddff0b3abd0c66bfaed5bb1b45da8e3c3e9aee061b387f63fda9cce40"",""0xf956ba1908bad8de13f620dc13bb1b76d6a4edf1b39ddd8443d099d6f2f055fd"",""0xeedb821d6669285fc1c4757c23cedc9dce602a9260b2a0ce68f3d3834fd4ad89"",""0x0b5706f707713652e655f7ec025e25315c24805623cb7d0f373dd54a868ee28a""]"
8,0x277b8f8d61258a76B269111E35D5bD8be0C8006b,0xbf2973c3407be121de4c5f6fab4b251eb0c441dceafdc786db27884bf86aeb0d,true,0,10000000000000000,1795284358,0xc7c78d7707e06ffe0172adea0177c77ea36863cb8608bb9491de107e6a57df05,"[""0x9ee535b2ab1ed7f390f8d531cdd8b075309a2071e1381dcf2591fcc579ca1c19"",""0x096a9700ad3dca5fc5ddffbb8a3982a3486d2023234e8074a154a6e4acd76444"",""0x0b5706f707713652e655f7ec025e25315c24805623cb7d0f373dd54a868ee28a""]"
9,0x9685d9C7129D1e9fe1850A7f45dC4C609827F25e,0x6669e9bfab043b7989e0b4bc28d333994772464b9b1371cdb483b7bc4403636a,false,0,10000000000000000,1795284358,0x9ee535b2ab1ed7f390f8d531cdd8b075309a2071e1381dcf2591fcc579ca1c19,"[""0xc7c78d7707e06ffe0172adea0177c77ea36863cb8608bb9491de107e6a57df05"",""0x096a9700ad3dca5fc5ddffbb8a3982a3486d2023234e8074a154a6e4acd76444"",""0x0b5706f707713652e655f7ec025e25315c24805623cb7d0f373dd54a868ee28a""]"
0,0xf51273084c3F443B16DDeE9Ec32bB75883554D7f,0x65968dd05f540b0493c708e5d09d5a95396e7773918a98c951007107bc7384fe,false,0,10000000000000000,1795284358,0x80618c5a37c93293d5f050827c0868a5c9bed6c503fe6d45ebbc154208026ac9,"[""0x7e7ccb40780c6e9b789362da7a7a6b2e15898ff229749a1a7485dbba7ad37f05"",""0xb8e7c058fdd277c062aeb019e19a0996c8e180d80e94b479fe3eafd7fc0203e9"",""0xb54a2e39003efbfbca0eed23b68fba1400b9b8112b16f242b1c65014e3e20865"",""0xacef5c2942c27b2bf636bcecc54f4d3a31e8c943850d6ad420d5f43bb6f6e8d7""]"
1,0xD2e1C2Fb0D1E8471ea11D52981e537FFf7217649,0xd7bc796985ab3e1d74a3ce7e5674cc624f8689b76a564820861af7b27dcfa80c,false,1,10000000000000000,1795284358,0xfd15155b4084138362911431543bc922aa7c7cbcbf91bdc7356575e4afabad01,"[""0xf368d5a0abad5c70a9b4067747f97b8d4ec08382088468ab98bab88f4f9e92d2"",""0x1fc045c549774ab7c937facaa2dad02449cbde318e86650bc3c8934eec2fcbf9"",""0xacef5c2942c27b2bf636bcecc54f4d3a31e8c943850d6ad420d5f43bb6f6e8d7""]"
2,0x9539CE98043a732Abb042f7caA44948C48200e9b,0xf29ee00ba93d94d2c1a7b4d7a2571c930238ed6ca5a9c4d2c28972f7dbb8a0d8,true,0,10000000000000000,1795284358,0x33f41a66bffaa153de0f7b6a6d869a268ed2ad4cfe1ea44ca4584ba73475d834,"[""0x47527dd569ce8753d416e4d5190e79027e883b8e1adb7658c9c601aa628bc6d2"",""0xd36df055406cf3f1262736664a72f4b73ec485b5654c03349b697d178149312e"",""0xb54a2e39003efbfbca0eed23b68fba1400b9b8112b16f242b1c65014e3e20865"",""0xacef5c2942c27b2bf636bcecc54f4d3a31e8c943850d6ad420d5f43bb6f6e8d7""]"
